"No.","Time","Source","Destination","Protocol","Length","Info"
"14","5.398577004","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"15","5.416230055","10.42.0.230","54.196.253.244","TLSv1.2","85","Application Data"
"16","5.546125707","54.196.253.244","10.42.0.230","TLSv1.2","85","Application Data"
"17","5.688344835","10.42.0.230","54.196.253.244","TCP","54","56712  >  8883 [ACK] Seq=32 Ack=32 Win=5088 Len=0"
"18","5.739855938","179.60.195.7","10.42.0.105","TCP","1016","[TCP Retransmission] 443  >  58878 [PSH, ACK] Seq=1 Ack=1 Win=268 Len=950 TSval=1650207458 TSecr=1660876722"
"19","6.398923238","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"20","6.398957442","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"21","7.398587997","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"22","7.398622497","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"23","8.398914722","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"24","8.398948259","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"25","8.525719664","10.42.0.105","179.60.195.7","TCP","74","36106  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1660886864 TSecr=0 WS=1024"
"26","8.525814404","10.42.0.105","179.60.195.7","TCP","74","36122  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1660886866 TSecr=0 WS=1024"
"27","8.525832885","10.42.0.105","179.60.195.7","TCP","74","36130  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1660886866 TSecr=0 WS=1024"
"28","8.525870533","10.42.0.105","10.42.0.1","DNS","96","Standard query 0x9673 A firebaseinstallations.googleapis.com"
"29","8.535886055","179.60.195.7","10.42.0.105","TCP","74","443  >  36122 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2456951950 TSecr=1660886866 WS=256"
"30","8.535895666","179.60.195.7","10.42.0.105","TCP","74","443  >  36106 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=909795882 TSecr=1660886864 WS=256"
"31","8.535899685","179.60.195.7","10.42.0.105","TCP","74","443  >  36130 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=592160475 TSecr=1660886866 WS=256"
"32","8.536058703","10.42.0.1","10.42.0.105","DNS","288","Standard query response 0x9673 A firebaseinstallations.googleapis.com A 74.125.133.95 A 74.125.71.95 A 173.194.76.95 A 64.233.167.95 A 64.233.166.95 A 108.177.15.95 A 142.250.110.95 A 64.233.184.95 A 66.102.1.95 A 142.251.173.95 A 142.251.168.95 A 74.125.206.95"
"33","8.540732742","10.42.0.105","179.60.195.7","TCP","74","36132  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1660886887 TSecr=0 WS=1024"
"34","8.550850967","179.60.195.7","10.42.0.105","TCP","74","443  >  36132 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2901795574 TSecr=1660886887 WS=256"
"35","8.652808734","10.42.0.105","179.60.195.7","TCP","66","36122  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1660886994 TSecr=2456951950"
"36","8.652871622","10.42.0.105","179.60.195.7","TCP","66","36106  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1660886994 TSecr=909795882"
"37","8.652880567","10.42.0.105","179.60.195.7","TCP","66","36130  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1660886994 TSecr=592160475"
"38","8.652897382","10.42.0.105","179.60.195.7","TCP","66","36132  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1660886994 TSecr=2901795574"
"39","8.652973826","10.42.0.105","179.60.195.7","TLSv1.3","583","Client Hello"
"40","8.652988678","10.42.0.105","179.60.195.7","TLSv1.3","583","Client Hello"
"41","8.654675450","10.42.0.105","74.125.133.95","TCP","74","38098  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3823318028 TSecr=0 WS=1024"
"42","8.657919902","10.42.0.105","179.60.195.7","TLSv1.3","583","Client Hello"
"43","8.657932902","10.42.0.105","179.60.195.7","TLSv1.3","583","Client Hello"
"44","8.663333717","179.60.195.7","10.42.0.105","TCP","66","443  >  36122 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=2456952078 TSecr=1660886997"
"45","8.663339902","179.60.195.7","10.42.0.105","TCP","66","443  >  36132 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=2901795687 TSecr=1660886998"
"46","8.663625475","179.60.195.7","10.42.0.105","TLSv1.3","1414","Server Hello, Change Cipher Spec, Application Data"
"47","8.664832415","179.60.195.7","10.42.0.105","TLSv1.3","1414","Application Data"
"48","8.664838897","179.60.195.7","10.42.0.105","TLSv1.3","641","Application Data"
"49","8.665055674","179.60.195.7","10.42.0.105","TLSv1.3","1414","Server Hello, Change Cipher Spec, Application Data"
"50","8.665145599","179.60.195.7","10.42.0.105","TLSv1.3","1414","Application Data"
"51","8.665151655","179.60.195.7","10.42.0.105","TLSv1.3","641","Application Data"
"52","8.665830319","74.125.133.95","10.42.0.105","TCP","74","443  >  38098 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=969805173 TSecr=3823318028 WS=256"
"53","8.666503984","10.42.0.105","179.60.195.7","TCP","66","36122  >  443 [ACK] Seq=518 Ack=1349 Win=68608 Len=0 TSval=1660887016 TSecr=2456952078"
"54","8.666940297","10.42.0.105","179.60.195.7","TCP","66","36122  >  443 [ACK] Seq=518 Ack=2697 Win=71680 Len=0 TSval=1660887017 TSecr=2456952078"
"55","8.668275533","179.60.195.7","10.42.0.105","TCP","66","443  >  36106 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=909796014 TSecr=1660886999"
"56","8.668281533","179.60.195.7","10.42.0.105","TCP","66","443  >  36130 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=592160607 TSecr=1660886999"
"57","8.669603584","10.42.0.105","179.60.195.7","TCP","66","36122  >  443 [ACK] Seq=518 Ack=3272 Win=74752 Len=0 TSval=1660887018 TSecr=2456952078"
"58","8.669757806","10.42.0.105","179.60.195.7","TCP","66","36132  >  443 [ACK] Seq=518 Ack=1349 Win=68608 Len=0 TSval=1660887018 TSecr=2901795688"
"59","8.669769973","10.42.0.105","179.60.195.7","TCP","66","36132  >  443 [ACK] Seq=518 Ack=2697 Win=71680 Len=0 TSval=1660887018 TSecr=2901795688"
"60","8.669775787","10.42.0.105","179.60.195.7","TCP","66","36132  >  443 [ACK] Seq=518 Ack=3272 Win=74752 Len=0 TSval=1660887019 TSecr=2901795688"
"61","8.669788102","10.42.0.105","74.125.133.95","TCP","66","38098  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=3823318048 TSecr=969805173"
"62","8.669926861","179.60.195.7","10.42.0.105","TLSv1.3","1414","Server Hello, Change Cipher Spec, Application Data"
"63","8.670020490","179.60.195.7","10.42.0.105","TLSv1.3","1414","Application Data"
"64","8.670185508","179.60.195.7","10.42.0.105","TLSv1.3","1414","Server Hello, Change Cipher Spec, Application Data"
"65","8.670274952","179.60.195.7","10.42.0.105","TLSv1.3","1414","Application Data"
"66","8.670280545","179.60.195.7","10.42.0.105","TLSv1.3","641","Application Data"
"67","8.670323749","179.60.195.7","10.42.0.105","TLSv1.3","641","Application Data"
"68","8.671734707","10.42.0.105","179.60.195.7","TCP","66","36106  >  443 [ACK] Seq=518 Ack=1349 Win=68608 Len=0 TSval=1660887022 TSecr=909796015"
"69","8.672048595","10.42.0.105","179.60.195.7","TCP","66","36106  >  443 [ACK] Seq=518 Ack=2697 Win=71680 Len=0 TSval=1660887022 TSecr=909796015"
"70","8.672084983","10.42.0.105","179.60.195.7","TCP","66","36130  >  443 [ACK] Seq=518 Ack=1349 Win=68608 Len=0 TSval=1660887022 TSecr=592160608"
"71","8.672769629","10.42.0.105","179.60.195.7","TCP","66","36130  >  443 [ACK] Seq=518 Ack=2697 Win=71680 Len=0 TSval=1660887023 TSecr=592160608"
"72","8.672808592","10.42.0.105","179.60.195.7","TCP","66","36130  >  443 [ACK] Seq=518 Ack=3272 Win=74752 Len=0 TSval=1660887023 TSecr=592160608"
"73","8.673548497","10.42.0.105","179.60.195.7","TCP","66","36106  >  443 [ACK] Seq=518 Ack=3272 Win=74752 Len=0 TSval=1660887023 TSecr=909796015"
"74","8.680890342","10.42.0.105","74.125.133.95","TLSv1.3","583","Client Hello"
"75","8.692052731","74.125.133.95","10.42.0.105","TCP","66","443  >  38098 [ACK] Seq=1 Ack=518 Win=268288 Len=0 TSval=969805199 TSecr=3823318060"
"76","8.692352637","74.125.133.95","10.42.0.105","TLSv1.3","1414","Server Hello, Change Cipher Spec"
"77","8.693759947","74.125.133.95","10.42.0.105","TCP","1414","443  >  38098 [PSH, ACK] Seq=1349 Ack=518 Win=268800 Len=1348 TSval=969805200 TSecr=3823318060 [TCP segment of a reassembled PDU]"
"78","8.693873187","74.125.133.95","10.42.0.105","TCP","1414","443  >  38098 [ACK] Seq=2697 Ack=518 Win=268800 Len=1348 TSval=969805200 TSecr=3823318060 [TCP segment of a reassembled PDU]"
"79","8.693876150","74.125.133.95","10.42.0.105","TLSv1.3","521","Application Data"
"80","8.695047313","10.42.0.105","74.125.133.95","TCP","66","38098  >  443 [ACK] Seq=518 Ack=1349 Win=68608 Len=0 TSval=3823318074 TSecr=969805200"
"81","8.695981847","10.42.0.105","74.125.133.95","TCP","66","38098  >  443 [ACK] Seq=518 Ack=2697 Win=71680 Len=0 TSval=3823318075 TSecr=969805200"
"82","8.696018143","10.42.0.105","74.125.133.95","TCP","66","38098  >  443 [ACK] Seq=518 Ack=4045 Win=74752 Len=0 TSval=3823318075 TSecr=969805200"
"83","8.696518623","10.42.0.105","74.125.133.95","TCP","66","38098  >  443 [ACK] Seq=518 Ack=4500 Win=77824 Len=0 TSval=3823318076 TSecr=969805200"
"84","8.705813832","10.42.0.105","179.60.195.7","TLSv1.3","130","Change Cipher Spec, Application Data"
"85","8.705849999","10.42.0.105","179.60.195.7","TLSv1.3","130","Change Cipher Spec, Application Data"
"86","8.706866884","10.42.0.105","179.60.195.7","TLSv1.3","130","Change Cipher Spec, Application Data"
"87","8.713318048","10.42.0.105","179.60.195.7","TLSv1.3","130","Change Cipher Spec, Application Data"
"88","8.715481281","10.42.0.105","74.125.133.95","TLSv1.3","130","Change Cipher Spec, Application Data"
"89","8.715819391","179.60.195.7","10.42.0.105","TLSv1.3","248","Application Data"
"90","8.717051331","179.60.195.7","10.42.0.105","TLSv1.3","248","Application Data"
"91","8.717056776","179.60.195.7","10.42.0.105","TLSv1.3","248","Application Data"
"92","8.718214568","10.42.0.105","179.60.195.7","TLSv1.3","941","Application Data, Application Data"
"93","8.719237398","10.42.0.105","179.60.195.7","TLSv1.3","798","Application Data"
"94","8.722395276","10.42.0.105","179.60.195.7","TLSv1.3","475","Application Data"
"95","8.723306829","179.60.195.7","10.42.0.105","TLSv1.3","248","Application Data"
"96","8.726636280","10.42.0.105","179.60.195.7","TLSv1.3","798","Application Data"
"97","8.727447500","10.42.0.105","10.42.0.1","DNS","77","Standard query 0x7eeb A api.helpshift.com"
"98","8.732086188","74.125.133.95","10.42.0.105","TCP","66","443  >  38098 [ACK] Seq=4500 Ack=582 Win=268800 Len=0 TSval=969805239 TSecr=3823318095"
"99","8.733631923","10.42.0.105","74.125.133.95","TLSv1.3","1312","Application Data"
"100","8.737113115","10.42.0.1","10.42.0.105","DNS","205","Standard query response 0x7eeb A api.helpshift.com A 44.213.171.93 A 3.221.104.150 A 54.197.187.155 A 34.196.54.179 A 34.192.135.199 A 54.205.96.217 A 3.225.29.84 A 34.237.209.200"
"101","8.741820507","10.42.0.105","44.213.171.93","TCP","74","34074  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2304766717 TSecr=0 WS=1024"
"102","8.745896234","74.125.133.95","10.42.0.105","TCP","66","443  >  38098 [ACK] Seq=4500 Ack=1828 Win=267776 Len=0 TSval=969805253 TSecr=3823318113"
"103","8.759846539","179.60.195.7","10.42.0.105","TLSv1.3","936","Application Data"
"104","8.767398883","74.125.133.95","10.42.0.105","TLSv1.3","1406","Application Data, Application Data"
"105","8.767404698","74.125.133.95","10.42.0.105","TLSv1.3","93","Application Data"
"106","8.770773039","179.60.195.7","10.42.0.105","TCP","66","443  >  36106 [ACK] Seq=3454 Ack=1314 Win=68096 Len=0 TSval=909796118 TSecr=1660887069"
"107","8.773289104","179.60.195.7","10.42.0.105","TCP","66","443  >  36122 [ACK] Seq=3454 Ack=991 Win=67840 Len=0 TSval=2456952188 TSecr=1660887069"
"108","8.778299032","179.60.195.7","10.42.0.105","TCP","66","443  >  36130 [ACK] Seq=3454 Ack=1314 Win=68096 Len=0 TSval=592160718 TSecr=1660887077"
"109","8.798413612","74.125.133.95","10.42.0.105","TCP","93","[TCP Retransmission] 443  >  38098 [PSH, ACK] Seq=5840 Ack=1828 Win=267776 Len=27 TSval=969805306 TSecr=3823318113"
"110","8.823453749","10.42.0.105","10.42.0.1","DNS","80","Standard query 0xa6e0 A sdk.iad-03.braze.com"
"111","8.831184445","179.60.195.7","10.42.0.105","TCP","1414","443  >  36122 [ACK] Seq=3454 Ack=991 Win=67840 Len=1348 TSval=2456952246 TSecr=1660887069 [TCP segment of a reassembled PDU]"
"112","8.831190723","179.60.195.7","10.42.0.105","TLSv1.3","538","Application Data, Application Data"
"113","8.831196038","44.213.171.93","10.42.0.105","TCP","74","443  >  34074 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1360 SACK_PERM TSval=4089282301 TSecr=2304766717 WS=256"
"114","8.844861825","179.60.195.7","10.42.0.105","TCP","1414","443  >  36130 [ACK] Seq=3454 Ack=1314 Win=68096 Len=1348 TSval=592160783 TSecr=1660887077 [TCP segment of a reassembled PDU]"
"115","8.844865270","179.60.195.7","10.42.0.105","TLSv1.3","346","Application Data, Application Data"
"116","8.844911343","10.42.0.1","10.42.0.105","DNS","165","Standard query response 0xa6e0 A sdk.iad-03.braze.com CNAME sdk.iad-03.braze.com.cdn.cloudflare.net A 104.18.36.46 A 172.64.151.210"
"117","8.863671817","10.42.0.105","74.125.133.95","TCP","66","38098  >  443 [ACK] Seq=1828 Ack=5867 Win=79872 Len=0 TSval=3823318243 TSecr=969805273"
"118","8.863721372","10.42.0.105","74.125.133.95","TCP","78","[TCP Dup ACK 117#1] 38098  >  443 [ACK] Seq=1828 Ack=5867 Win=79872 Len=0 TSval=3823318243 TSecr=969805306 SLE=5840 SRE=5867"
"119","8.868546689","10.42.0.105","179.60.195.7","TLSv1.3","928","Application Data"
"120","8.879404301","10.42.0.105","10.42.0.1","DNS","83","Standard query 0x9dae A android.apis.google.com"
"121","8.889727729","10.42.0.1","10.42.0.105","DNS","203","Standard query response 0x9dae A android.apis.google.com CNAME clients.l.google.com A 64.233.184.100 A 64.233.184.113 A 64.233.184.139 A 64.233.184.138 A 64.233.184.102 A 64.233.184.101"
"122","8.915755252","10.42.0.105","10.42.0.1","DNS","72","Standard query 0x5648 A ws.wiz.world"
"123","8.923353375","179.60.195.7","10.42.0.105","TCP","66","443  >  36132 [ACK] Seq=4324 Ack=2319 Win=70144 Len=0 TSval=2901795947 TSecr=1660887219"
"124","8.929678020","10.42.0.105","10.42.0.1","DNS","72","Standard query 0x664a AAAA ws.wiz.world"
"125","8.930833627","10.42.0.1","10.42.0.105","DNS","88","Standard query response 0x5648 A ws.wiz.world A 46.137.2.163"
"126","8.945899446","10.42.0.1","10.42.0.105","DNS","153","Standard query response 0x664a AAAA ws.wiz.world SOA ns-223.awsdns-27.com"
"127","8.949891026","10.42.0.105","10.42.0.1","DNS","76","Standard query 0x5682 A status.wiz.world"
"128","8.960031936","10.42.0.105","10.42.0.1","DNS","76","Standard query 0x98d4 AAAA status.wiz.world"
"129","8.967122930","10.42.0.1","10.42.0.105","DNS","140","Standard query response 0x5682 A status.wiz.world A 18.238.243.44 A 18.238.243.7 A 18.238.243.47 A 18.238.243.42"
"130","8.967597410","10.42.0.105","179.60.195.7","TCP","78","[TCP Window Update] 36122  >  443 [ACK] Seq=991 Ack=3454 Win=79872 Len=0 TSval=1660887318 TSecr=2456952188 SLE=4802 SRE=5274"
"131","8.967633040","10.42.0.105","44.213.171.93","TCP","66","34074  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2304766943 TSecr=4089282301"
"132","8.968718332","10.42.0.105","44.213.171.93","TLSv1.3","583","Client Hello"
"133","8.975886012","10.42.0.1","10.42.0.105","DNS","157","Standard query response 0x98d4 AAAA status.wiz.world SOA ns-223.awsdns-27.com"
"134","8.984957907","179.60.195.7","10.42.0.105","TCP","1414","[TCP Retransmission] 443  >  36122 [ACK] Seq=3454 Ack=991 Win=67840 Len=1348 TSval=2456952399 TSecr=1660887318"
"135","9.008421846","179.60.195.7","10.42.0.105","TCP","346","[TCP Retransmission] 443  >  36130 [PSH, ACK] Seq=4802 Ack=1314 Win=68096 Len=280 TSval=592160948 TSecr=1660887077"
"136","9.058357474","44.213.171.93","10.42.0.105","TCP","66","443  >  34074 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=4089282528 TSecr=2304766944"
"137","9.058650695","44.213.171.93","10.42.0.105","TLSv1.3","1414","Server Hello, Change Cipher Spec, Application Data"
"138","9.058759861","44.213.171.93","10.42.0.105","TCP","1414","443  >  34074 [ACK] Seq=1349 Ack=518 Win=28160 Len=1348 TSval=4089282528 TSecr=2304766944 [TCP segment of a reassembled PDU]"
"139","9.058861694","44.213.171.93","10.42.0.105","TCP","1414","443  >  34074 [ACK] Seq=2697 Ack=518 Win=28160 Len=1348 TSval=4089282528 TSecr=2304766944 [TCP segment of a reassembled PDU]"
"140","9.058862935","44.213.171.93","10.42.0.105","TLSv1.3","608","Application Data, Application Data, Application Data"
"141","9.071822687","10.42.0.105","179.60.195.7","TCP","78","[TCP Window Update] 36130  >  443 [ACK] Seq=1314 Ack=3454 Win=79872 Len=0 TSval=1660887422 TSecr=592160718 SLE=4802 SRE=5082"
"142","9.071855946","10.42.0.105","179.60.195.7","TLSv1.3","93","Application Data"
"143","9.074567863","10.42.0.105","104.18.36.46","TCP","74","54210  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3900524614 TSecr=0 WS=1024"
"144","9.075750304","10.42.0.105","104.18.36.46","TCP","74","54226  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3900524615 TSecr=0 WS=1024"
"145","9.076214747","10.42.0.105","18.238.243.44","TCP","74","42332  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2854989164 TSecr=0 WS=1024"
"146","9.077588520","10.42.0.105","18.238.243.44","TCP","74","42342  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2854989165 TSecr=0 WS=1024"
"147","9.078131573","10.42.0.105","64.233.184.100","QUIC","1292","Initial, DCID=347b54f9aea70f84, PKN: 1, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING"
"148","9.078385961","10.42.0.105","64.233.184.100","QUIC","1292","Initial, DCID=347b54f9aea70f84, PKN: 2, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PADDING, PING, CRYPTO"
"149","9.078501887","10.42.0.105","64.233.184.100","QUIC","121","0-RTT, DCID=347b54f9aea70f84"
"150","9.078542757","10.42.0.105","18.238.243.44","TCP","74","42354  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2854989166 TSecr=0 WS=1024"
"151","9.079266310","10.42.0.105","46.137.2.163","TCP","74","35282  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2516414251 TSecr=0 WS=1024"
"152","9.082490485","179.60.195.7","10.42.0.105","TCP","66","443  >  36132 [ACK] Seq=4324 Ack=2346 Win=70144 Len=0 TSval=2901796105 TSecr=1660887422"
"153","9.082520410","179.60.195.7","10.42.0.105","TCP","1414","[TCP Retransmission] 443  >  36130 [ACK] Seq=3454 Ack=1314 Win=68096 Len=1348 TSval=592161020 TSecr=1660887422"
"154","9.084576107","104.18.36.46","10.42.0.105","TCP","74","443  >  54210 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2021565541 TSecr=3900524614 WS=8192"
"155","9.085801714","104.18.36.46","10.42.0.105","TCP","74","443  >  54226 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=4067016890 TSecr=3900524615 WS=8192"
"156","9.089571368","64.233.184.100","10.42.0.105","QUIC","82","Initial, SCID=f47b54f9aea70f84, PKN: 1, ACK"
"157","9.091042252","64.233.184.100","10.42.0.105","QUIC","1292","Initial, SCID=f47b54f9aea70f84, PKN: 2, ACK, PADDING"
"158","9.091049048","18.238.243.44","10.42.0.105","TCP","74","443  >  42332 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=3860731273 TSecr=2854989164 WS=512"
"159","9.092300822","64.233.184.100","10.42.0.105","QUIC","1292","Initial, SCID=f47b54f9aea70f84, PKN: 3, CRYPTO, PADDING"
"160","9.092306507","64.233.184.100","10.42.0.105","QUIC","344","Protected Payload (KP0)"
"161","9.092413618","64.233.184.100","10.42.0.105","QUIC","990","Protected Payload (KP0)"
"162","9.092418821","64.233.184.100","10.42.0.105","QUIC","77","Protected Payload (KP0)"
"163","9.092422525","18.238.243.44","10.42.0.105","TCP","74","443  >  42342 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=1623784664 TSecr=2854989165 WS=512"
"164","9.093297930","18.238.243.44","10.42.0.105","TCP","74","443  >  42354 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=3714012494 TSecr=2854989166 WS=512"
"165","9.102382103","179.60.195.7","10.42.0.105","TCP","1414","443  >  36106 [ACK] Seq=3454 Ack=1314 Win=68096 Len=1348 TSval=909796448 TSecr=1660887069 [TCP segment of a reassembled PDU]"
"166","9.102387195","179.60.195.7","10.42.0.105","TLSv1.3","346","Application Data, Application Data"
"167","9.105389166","10.42.0.105","10.42.0.1","DNS","73","Standard query 0xe4f0 A api.wiz.world"
"168","9.109691744","46.137.2.163","10.42.0.105","TCP","74","443  >  35282 [SYN, ACK] Seq=0 Ack=1 Win=62643 Len=0 MSS=1360 SACK_PERM TSval=2161100431 TSecr=2516414251 WS=128"
"169","9.115865501","64.233.184.100","10.42.0.105","QUIC","66","Protected Payload (KP0)"
"170","9.120986521","10.42.0.1","10.42.0.105","DNS","89","Standard query response 0xe4f0 A api.wiz.world A 99.80.98.228"
"171","9.127475740","10.42.0.105","10.42.0.1","DNS","73","Standard query 0x13c9 AAAA api.wiz.world"
"172","9.140747214","10.42.0.105","64.233.184.100","QUIC","1292","Initial, DCID=347b54f9aea70f84, PKN: 5, PADDING, CRYPTO, PADDING, PING, PADDING, PING, PING, PING, PING, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING"
"173","9.140945009","10.42.0.105","64.233.184.100","QUIC","1292","Initial, DCID=347b54f9aea70f84, PKN: 6, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING, PING, PING, PADDING, PING, CRYPTO"
"174","9.143148539","10.42.0.105","64.233.184.100","QUIC","1292","Initial, DCID=347b54f9aea70f84, PKN: 7, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, PING"
"175","9.143457723","10.42.0.1","10.42.0.105","DNS","154","Standard query response 0x13c9 AAAA api.wiz.world SOA ns-223.awsdns-27.com"
"176","9.143901703","10.42.0.105","64.233.184.100","QUIC","1292","Initial, DCID=347b54f9aea70f84, PKN: 8, PING, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, PING, CRYPTO, PING, CRYPTO, PING, PING, PING"
"177","9.152390248","64.233.184.100","10.42.0.105","QUIC","1292","Initial, SCID=f47b54f9aea70f84, PKN: 10, CRYPTO, PADDING"
"178","9.152432693","64.233.184.100","10.42.0.105","QUIC","1292","Initial, SCID=f47b54f9aea70f84, PKN: 11, ACK, CRYPTO, PADDING"
